"producto","mes_corte","ventas_mes_anterior","promedio_movil_ventas_3_meses","promedio_movil_ventas_6_meses","promedio_movil_ventas_12_meses","vistas_producto_mes_anterior","promedio_movil_vistas_3_meses","ventas_mes_siguiente"
"Gymshark Rest Day Oversized Tee Beige","2023-10","0","1.67","1.83","2.00","23","34.33","4"
"Gymshark Rest Day Oversized Tee Beige","2023-11","4","2.33","2.00","2.08","50","38.33","3"
"Gymshark Rest Day Oversized Tee Beige","2023-12","3","2.33","2.50","2.17","52","41.67","0"
"Gymshark Rest Day Oversized Tee Beige","2024-01","0","2.33","2.00","1.92","21","41.00","3"
"Gymshark Rest Day Oversized Tee Beige","2024-02","3","2.00","2.17","2.00","38","37.00","3"
"Gymshark Rest Day Oversized Tee Beige","2024-03","3","2.00","2.17","2.00","29","29.33","4"
"Gymshark Rest Day Oversized Tee Beige","2024-04","4","3.33","2.83","2.33","39","35.33","4"
"Gymshark Rest Day Oversized Tee Beige","2024-05","4","3.67","2.83","2.42","52","40.00","4"
"Gymshark Rest Day Oversized Tee Beige","2024-06","4","4.00","3.00","2.75","33","41.33","6"
"Gymshark Rest Day Oversized Tee Beige","2024-07","6","4.67","4.00","3.00","25","36.67","6"
"Gymshark Rest Day Oversized Tee Beige","2024-08","6","5.33","4.50","3.33","20","26.00","11"
"Gymshark Rest Day Oversized Tee Beige","2024-09","11","7.67","5.83","4.00","40","28.33","9"
"Gymshark Rest Day Oversized Tee Beige","2024-10","9","8.67","6.67","4.75","41","33.67","17"
"Gymshark Rest Day Oversized Tee Beige","2024-11","17","12.33","8.83","5.83","59","46.67","14"
"Gymshark Rest Day Oversized Tee Beige","2024-12","14","13.33","10.50","6.75","50","50.00","14"
"Gymshark Rest Day Oversized Tee Beige","2025-01","14","15.00","11.83","7.92","45","51.33","11"
"Gymshark Rest Day Oversized Tee Beige","2025-02","11","13.00","12.67","8.58","40","45.00","13"
"Gymshark Rest Day Oversized Tee Beige","2025-03","13","12.67","13.00","9.42","44","43.00","11"
"Gymshark Rest Day Oversized Tee Beige","2025-04","11","11.67","13.33","10.00","57","47.00","11"
"Gymshark Rest Day Oversized Tee Beige","2025-05","11","11.67","12.33","10.58","65","55.33","10"
"Gymshark Rest Day Oversized Tee Beige","2025-06","10","10.67","11.67","11.08","34","52.00","11"
"Gymshark Rest Day Oversized Tee Beige","2025-07","11","10.67","11.17","11.50","47","48.67","16"
"Gymshark Rest Day Oversized Tee Beige","2025-08","16","12.33","12.00","12.33","47","42.67","11"
"Gymshark Rest Day Oversized Tee Beige","2025-09","11","12.67","11.67","12.33","47","47.00","9"
"Gymshark Rest Day Oversized Tee Beige","2025-10","9","12.00","11.33","12.33","45","46.33","11"
"Gymshark Rest Day Oversized Tee Beige","2025-11","11","10.33","11.33","11.83","54","48.67","13"
"Gymshark Rest Day Oversized Tee Beige","2025-12","13","11.00","11.83","11.75","68","55.67","14"
"Gymshark Rest Day Oversized Tee Beige","2026-01","14","12.67","12.33","11.75","45","55.67","8"
"Gymshark Rest Day Oversized Tee Beige","2026-02","8","11.67","11.00","11.50","56","56.33","20"
"Gymshark Rest Day Oversized Tee Beige","2026-03","20","14.00","12.50","12.08","62","54.33","18"
"Gymshark Rest Day Oversized Tee Beige","2026-04","18","15.33","14.00","12.67","60","59.33","20"
"Gymshark Rest Day Oversized Tee Beige","2026-05","20","19.33","15.50","13.42","56","59.33","17"
"Gymshark Sport Jogger Gris Oxford","2023-06","3","3.00","3.17","3.17","70","100.33","4"
"Gymshark Sport Jogger Gris Oxford","2023-07","4","3.00","3.33","3.25","101","93.00","2"
"Gymshark Sport Jogger Gris Oxford","2023-08","2","3.00","3.17","3.17","73","81.33","3"
"Gymshark Sport Jogger Gris Oxford","2023-09","3","3.00","3.00","3.17","102","92.00","2"
"Gymshark Sport Jogger Gris Oxford","2023-10","2","2.33","2.67","3.08","88","87.67","4"
"Gymshark Sport Jogger Gris Oxford","2023-11","4","3.00","3.00","3.17","75","88.33","3"
"Gymshark Sport Jogger Gris Oxford","2023-12","3","3.00","3.00","3.08","85","82.67","4"
"Gymshark Sport Jogger Gris Oxford","2024-01","4","3.67","3.00","3.17","99","86.33","3"
"Gymshark Sport Jogger Gris Oxford","2024-02","3","3.33","3.17","3.17","63","82.33","3"
"Gymshark Sport Jogger Gris Oxford","2024-03","3","3.33","3.17","3.08","130","97.33","3"
"Gymshark Sport Jogger Gris Oxford","2024-04","3","3.00","3.33","3.00","113","102.00","2"
"Gymshark Sport Jogger Gris Oxford","2024-05","2","2.67","3.00","3.00","96","113.00","2"
"Gymshark Sport Jogger Gris Oxford","2024-06","2","2.33","2.83","2.92","111","106.67","2"
"Gymshark Sport Jogger Gris Oxford","2024-07","2","2.00","2.50","2.75","80","95.67","7"
"Gymshark Sport Jogger Gris Oxford","2024-08","7","3.67","3.17","3.17","92","94.33","4"
"Gymshark Sport Jogger Gris Oxford","2024-09","4","4.33","3.33","3.25","92","88.00","6"
"Gymshark Sport Jogger Gris Oxford","2024-10","6","5.67","3.83","3.58","95","93.00","6"
"Gymshark Sport Jogger Gris Oxford","2024-11","6","5.33","4.50","3.75","117","101.33","3"
"Gymshark Sport Jogger Gris Oxford","2024-12","3","5.00","4.67","3.75","125","112.33","5"
"Gymshark Sport Jogger Gris Oxford","2025-01","5","4.67","5.17","3.83","104","115.33","7"
"Gymshark Sport Jogger Gris Oxford","2025-02","7","5.00","5.17","4.17","95","108.00","2"
"Gymshark Sport Jogger Gris Oxford","2025-03","2","4.67","4.83","4.08","71","90.00","3"
"Gymshark Sport Jogger Gris Oxford","2025-04","3","4.00","4.33","4.08","93","86.33","7"
"Gymshark Sport Jogger Gris Oxford","2025-05","7","4.00","4.50","4.50","109","91.00","3"
"Gymshark Sport Jogger Gris Oxford","2025-06","3","4.33","4.50","4.58","112","104.67","4"
"Gymshark Sport Jogger Gris Oxford","2025-07","4","4.67","4.33","4.75","86","102.33","5"
"Gymshark Sport Jogger Gris Oxford","2025-08","5","4.00","4.00","4.58","86","94.67","4"
"Gymshark Sport Jogger Gris Oxford","2025-09","4","4.33","4.33","4.58","105","92.33","5"
"Gymshark Sport Jogger Gris Oxford","2025-10","5","4.67","4.67","4.50","116","102.33","5"
"Gymshark Sport Jogger Gris Oxford","2025-11","5","4.67","4.33","4.42","102","107.67","5"
"Gymshark Sport Jogger Gris Oxford","2025-12","5","5.00","4.67","4.58","133","117.00","5"
"Gymshark Sport Jogger Gris Oxford","2026-01","5","5.00","4.83","4.58","93","109.33","6"
"Gymshark Sport Jogger Gris Oxford","2026-02","6","5.33","5.00","4.50","80","102.00","8"
"Gymshark Sport Jogger Gris Oxford","2026-03","8","6.33","5.67","5.00","115","96.00","8"
"Gymshark Sport Jogger Gris Oxford","2026-04","8","7.33","6.17","5.42","79","91.33","7"
"Gymshark Sport Jogger Gris Oxford","2026-05","7","7.67","6.50","5.42","79","91.00","8"
"Gymshark Training Zip Jacket Azul Marino","2023-06","3","2.00","2.00","2.00","35","24.33","2"
"Gymshark Training Zip Jacket Azul Marino","2023-07","2","2.67","2.00","2.00","20","26.67","2"
"Gymshark Training Zip Jacket Azul Marino","2023-08","2","2.33","2.00","2.08","30","28.33","2"
"Gymshark Training Zip Jacket Azul Marino","2023-09","2","2.00","2.00","2.08","28","26.00","2"
"Gymshark Training Zip Jacket Azul Marino","2023-10","2","2.00","2.33","2.08","27","28.33","2"
"Gymshark Training Zip Jacket Azul Marino","2023-11","2","2.00","2.17","2.00","17","24.00","2"
"Gymshark Training Zip Jacket Azul Marino","2023-12","2","2.00","2.00","2.00","30","24.67","0"
"Gymshark Training Zip Jacket Azul Marino","2024-01","0","1.33","1.67","1.83","14","20.33","2"
"Gymshark Training Zip Jacket Azul Marino","2024-02","2","1.33","1.67","1.83","21","21.67","3"
"Gymshark Training Zip Jacket Azul Marino","2024-03","3","1.67","1.83","1.92","29","21.33","3"
"Gymshark Training Zip Jacket Azul Marino","2024-04","3","2.67","2.00","2.17","28","26.00","2"
"Gymshark Training Zip Jacket Azul Marino","2024-05","2","2.67","2.00","2.08","21","26.00","3"
"Gymshark Training Zip Jacket Azul Marino","2024-06","3","2.67","2.17","2.08","32","27.00","5"
"Gymshark Training Zip Jacket Azul Marino","2024-07","5","3.33","3.00","2.33","0","17.67","8"
"Gymshark Training Zip Jacket Azul Marino","2024-08","8","5.33","4.00","2.83","20","17.33","12"
"Gymshark Training Zip Jacket Azul Marino","2024-09","12","8.33","5.50","3.67","22","14.00","10"
"Gymshark Training Zip Jacket Azul Marino","2024-10","10","10.00","6.67","4.33","20","20.67","3"
"Gymshark Training Zip Jacket Azul Marino","2024-11","3","8.33","6.83","4.42","25","22.33","3"
"Gymshark Training Zip Jacket Azul Marino","2024-12","3","5.33","6.83","4.50","27","24.00","3"
"Gymshark Training Zip Jacket Azul Marino","2025-01","3","3.00","6.50","4.75","37","29.67","9"
"Gymshark Training Zip Jacket Azul Marino","2025-02","9","5.00","6.67","5.33","17","27.00","7"
"Gymshark Training Zip Jacket Azul Marino","2025-03","7","6.33","5.83","5.67","27","27.00","15"
"Gymshark Training Zip Jacket Azul Marino","2025-04","15","10.33","6.67","6.67","35","26.33","7"
"Gymshark Training Zip Jacket Azul Marino","2025-05","7","9.67","7.33","7.08","21","27.67","14"
"Gymshark Training Zip Jacket Azul Marino","2025-06","14","12.00","9.17","8.00","24","26.67","2"
"Gymshark Training Zip Jacket Azul Marino","2025-07","2","7.67","9.00","7.75","29","24.67","12"
"Gymshark Training Zip Jacket Azul Marino","2025-08","12","9.33","9.50","8.08","14","22.33","11"
"Gymshark Training Zip Jacket Azul Marino","2025-09","11","8.33","10.17","8.00","27","23.33","7"
"Gymshark Training Zip Jacket Azul Marino","2025-10","7","10.00","8.83","7.75","25","22.00","3"
"Gymshark Training Zip Jacket Azul Marino","2025-11","3","7.00","8.17","7.75","34","28.67","10"
"Gymshark Training Zip Jacket Azul Marino","2025-12","10","6.67","7.50","8.33","29","29.33","7"
"Gymshark Training Zip Jacket Azul Marino","2026-01","7","6.67","8.33","8.67","25","29.33","14"
"Gymshark Training Zip Jacket Azul Marino","2026-02","14","10.33","8.67","9.08","35","29.67","5"
"Gymshark Training Zip Jacket Azul Marino","2026-03","5","8.67","7.67","8.92","31","30.33","11"
"Gymshark Training Zip Jacket Azul Marino","2026-04","11","10.00","8.33","8.58","24","30.00","13"
"Gymshark Training Zip Jacket Azul Marino","2026-05","13","9.67","10.00","9.08","25","26.67","16"
"Gymshark Vital Seamless Top Verde","2023-06","2","2.00","2.17","2.17","33","31.33","2"
"Gymshark Vital Seamless Top Verde","2023-07","2","2.00","2.00","2.17","21","31.00","2"
"Gymshark Vital Seamless Top Verde","2023-08","2","2.00","2.00","2.17","31","28.33","0"
"Gymshark Vital Seamless Top Verde","2023-09","0","1.33","1.67","2.00","0","17.33","2"
"Gymshark Vital Seamless Top Verde","2023-10","2","1.33","1.67","2.00","28","19.67","2"
"Gymshark Vital Seamless Top Verde","2023-11","2","1.33","1.67","2.00","29","19.00","2"
"Gymshark Vital Seamless Top Verde","2023-12","2","2.00","1.67","1.92","37","31.33","2"
"Gymshark Vital Seamless Top Verde","2024-01","2","2.00","1.67","1.83","26","30.67","3"
"Gymshark Vital Seamless Top Verde","2024-02","3","2.33","1.83","1.92","31","31.33","0"
"Gymshark Vital Seamless Top Verde","2024-03","0","1.67","1.83","1.75","19","25.33","3"
"Gymshark Vital Seamless Top Verde","2024-04","3","2.00","2.00","1.83","42","30.67","2"
"Gymshark Vital Seamless Top Verde","2024-05","2","1.67","2.00","1.83","28","29.67","3"
"Gymshark Vital Seamless Top Verde","2024-06","3","2.67","2.17","1.92","42","37.33","11"
"Gymshark Vital Seamless Top Verde","2024-07","11","5.33","3.67","2.67","0","23.33","5"
"Gymshark Vital Seamless Top Verde","2024-08","5","6.33","4.00","2.92","21","21.00","6"
"Gymshark Vital Seamless Top Verde","2024-09","6","7.33","5.00","3.42","36","19.00","8"
"Gymshark Vital Seamless Top Verde","2024-10","8","6.33","5.83","3.92","31","29.33","14"
"Gymshark Vital Seamless Top Verde","2024-11","14","9.33","7.83","4.92","28","31.67","13"
"Gymshark Vital Seamless Top Verde","2024-12","13","11.67","9.50","5.83","30","29.67","11"
"Gymshark Vital Seamless Top Verde","2025-01","11","12.67","9.50","6.58","37","31.67","7"
"Gymshark Vital Seamless Top Verde","2025-02","7","10.33","9.83","6.92","21","29.33","10"
"Gymshark Vital Seamless Top Verde","2025-03","10","9.33","10.50","7.75","38","32.00","15"
"Gymshark Vital Seamless Top Verde","2025-04","15","10.67","11.67","8.75","34","31.00","11"
"Gymshark Vital Seamless Top Verde","2025-05","11","12.00","11.17","9.50","23","31.67","15"
"Gymshark Vital Seamless Top Verde","2025-06","15","13.67","11.50","10.50","31","29.33","8"
"Gymshark Vital Seamless Top Verde","2025-07","8","11.33","11.00","10.25","21","25.00","6"
"Gymshark Vital Seamless Top Verde","2025-08","6","9.67","10.83","10.33","19","23.67","9"
"Gymshark Vital Seamless Top Verde","2025-09","9","7.67","10.67","10.58","37","25.67","9"
"Gymshark Vital Seamless Top Verde","2025-10","9","8.00","9.67","10.67","27","27.67","10"
"Gymshark Vital Seamless Top Verde","2025-11","10","9.33","9.50","10.33","18","27.33","5"
"Gymshark Vital Seamless Top Verde","2025-12","5","8.00","7.83","9.67","30","25.00","9"
"Gymshark Vital Seamless Top Verde","2026-01","9","8.00","8.00","9.50","33","27.00","9"
"Gymshark Vital Seamless Top Verde","2026-02","9","7.67","8.50","9.67","43","35.33","11"
"Gymshark Vital Seamless Top Verde","2026-03","11","9.67","8.83","9.75","41","39.00","16"
"Gymshark Vital Seamless Top Verde","2026-04","16","12.00","10.00","9.83","41","41.67","10"
"Gymshark Vital Seamless Top Verde","2026-05","10","12.33","10.00","9.75","47","43.00","19"
"Harbinger Ab Straps Negro","2023-06","2","2.33","2.00","1.75","24","22.67","2"
"Harbinger Ab Straps Negro","2023-07","2","2.00","2.00","1.75","26","25.67","2"
"Harbinger Ab Straps Negro","2023-08","2","2.00","2.17","1.75","16","22.00","1"
"Harbinger Ab Straps Negro","2023-09","1","1.67","2.00","1.67","20","20.67","0"
"Harbinger Ab Straps Negro","2023-10","0","1.00","1.50","1.67","13","16.33","2"
"Harbinger Ab Straps Negro","2023-11","2","1.00","1.50","1.58","27","20.00","0"
"Harbinger Ab Straps Negro","2023-12","0","0.67","1.17","1.58","13","17.67","3"
"Harbinger Ab Straps Negro","2024-01","3","1.67","1.33","1.67","36","25.33","3"
"Harbinger Ab Straps Negro","2024-02","3","2.00","1.50","1.83","30","26.33","0"
"Harbinger Ab Straps Negro","2024-03","0","2.00","1.33","1.67","22","29.33","1"
"Harbinger Ab Straps Negro","2024-04","1","1.33","1.50","1.50","16","22.67","0"
"Harbinger Ab Straps Negro","2024-05","0","0.33","1.17","1.33","18","18.67","2"
"Harbinger Ab Straps Negro","2024-06","2","1.00","1.50","1.33","15","16.33","0"
"Harbinger Ab Straps Negro","2024-07","0","0.67","1.00","1.17","13","15.33","3"
"Harbinger Ab Straps Negro","2024-08","3","1.67","1.00","1.25","27","18.33","5"
"Harbinger Ab Straps Negro","2024-09","5","2.67","1.83","1.58","21","20.33","6"
"Harbinger Ab Straps Negro","2024-10","6","4.67","2.67","2.08","37","28.33","8"
"Harbinger Ab Straps Negro","2024-11","8","6.33","4.00","2.58","23","27.00","0"
"Harbinger Ab Straps Negro","2024-12","0","4.67","3.67","2.58","25","28.33","6"
"Harbinger Ab Straps Negro","2025-01","6","4.67","4.67","2.83","26","24.67","2"
"Harbinger Ab Straps Negro","2025-02","2","2.67","4.50","2.75","0","17.00","2"
"Harbinger Ab Straps Negro","2025-03","2","3.33","4.00","2.92","24","16.67","3"
"Harbinger Ab Straps Negro","2025-04","3","2.33","3.50","3.08","25","16.33","2"
"Harbinger Ab Straps Negro","2025-05","2","2.33","2.50","3.25","31","26.67","5"
"Harbinger Ab Straps Negro","2025-06","5","3.33","3.33","3.50","27","27.67","4"
"Harbinger Ab Straps Negro","2025-07","4","3.67","3.00","3.83","16","24.67","0"
"Harbinger Ab Straps Negro","2025-08","0","3.00","2.67","3.58","23","22.00","6"
"Harbinger Ab Straps Negro","2025-09","6","3.33","3.33","3.67","31","23.33","0"
"Harbinger Ab Straps Negro","2025-10","0","2.00","2.83","3.17","14","22.67","4"
"Harbinger Ab Straps Negro","2025-11","4","3.33","3.17","2.83","29","24.67","0"
"Harbinger Ab Straps Negro","2025-12","0","1.33","2.33","2.83","13","18.67","3"
"Harbinger Ab Straps Negro","2026-01","3","2.33","2.17","2.58","28","23.33","6"
"Harbinger Ab Straps Negro","2026-02","6","3.00","3.17","2.92","23","21.33","6"
"Harbinger Ab Straps Negro","2026-03","6","5.00","3.17","3.25","31","27.33","15"
"Harbinger Ab Straps Negro","2026-04","15","9.00","5.67","4.25","28","27.33","10"
"Harbinger Ab Straps Negro","2026-05","10","10.33","6.67","4.92","27","28.67","15"
"Harbinger Ankle Cuff Pair Negro","2023-06","6","6.33","6.67","6.08","33","34.00","7"
"Harbinger Ankle Cuff Pair Negro","2023-07","7","6.33","6.67","6.17","49","36.67","6"
"Harbinger Ankle Cuff Pair Negro","2023-08","6","6.33","6.33","6.33","37","39.67","6"
"Harbinger Ankle Cuff Pair Negro","2023-09","6","6.33","6.33","6.25","44","43.33","7"
"Harbinger Ankle Cuff Pair Negro","2023-10","7","6.33","6.33","6.33","30","37.00","9"
"Harbinger Ankle Cuff Pair Negro","2023-11","9","7.33","6.83","6.67","46","40.00","9"
"Harbinger Ankle Cuff Pair Negro","2023-12","9","8.33","7.33","7.00","42","39.33","10"
"Harbinger Ankle Cuff Pair Negro","2024-01","10","9.33","7.83","7.25","44","44.00","6"
"Harbinger Ankle Cuff Pair Negro","2024-02","6","8.33","7.83","7.08","24","36.67","9"
"Harbinger Ankle Cuff Pair Negro","2024-03","9","8.33","8.33","7.33","49","39.00","7"
"Harbinger Ankle Cuff Pair Negro","2024-04","7","7.33","8.33","7.33","47","40.00","9"
"Harbinger Ankle Cuff Pair Negro","2024-05","9","8.33","8.33","7.58","41","45.67","9"
"Harbinger Ankle Cuff Pair Negro","2024-06","9","8.33","8.33","7.83","43","43.67","10"
"Harbinger Ankle Cuff Pair Negro","2024-07","10","9.33","8.33","8.08","30","38.00","11"
"Harbinger Ankle Cuff Pair Negro","2024-08","11","10.00","9.17","8.50","34","35.67","9"
"Harbinger Ankle Cuff Pair Negro","2024-09","9","10.00","9.17","8.75","42","35.33","11"
"Harbinger Ankle Cuff Pair Negro","2024-10","11","10.33","9.83","9.08","47","41.00","15"
"Harbinger Ankle Cuff Pair Negro","2024-11","15","11.67","10.83","9.58","41","43.33","10"
"Harbinger Ankle Cuff Pair Negro","2024-12","10","12.00","11.00","9.67","23","37.00","15"
"Harbinger Ankle Cuff Pair Negro","2025-01","15","13.33","11.83","10.08","59","41.00","15"
"Harbinger Ankle Cuff Pair Negro","2025-02","15","13.33","12.50","10.83","24","35.33","11"
"Harbinger Ankle Cuff Pair Negro","2025-03","11","13.67","12.83","11.00","46","43.00","6"
"Harbinger Ankle Cuff Pair Negro","2025-04","6","10.67","12.00","10.92","31","33.67","17"
"Harbinger Ankle Cuff Pair Negro","2025-05","17","11.33","12.33","11.58","45","40.67","13"
"Harbinger Ankle Cuff Pair Negro","2025-06","13","12.00","12.83","11.92","39","38.33","14"
"Harbinger Ankle Cuff Pair Negro","2025-07","14","14.67","12.67","12.25","51","45.00","14"
"Harbinger Ankle Cuff Pair Negro","2025-08","14","13.67","12.50","12.50","47","45.67","5"
"Harbinger Ankle Cuff Pair Negro","2025-09","5","11.00","11.50","12.17","16","38.00","16"
"Harbinger Ankle Cuff Pair Negro","2025-10","16","11.67","13.17","12.58","35","32.67","15"
"Harbinger Ankle Cuff Pair Negro","2025-11","15","12.00","12.83","12.58","56","35.67","14"
"Harbinger Ankle Cuff Pair Negro","2025-12","14","15.00","13.00","12.92","43","44.67","8"
"Harbinger Ankle Cuff Pair Negro","2026-01","8","12.33","12.00","12.33","43","47.33","6"
